,importance
sensor_11,0.45593715
sensor_4,0.15786229
sensor_12,0.100744896
sensor_9,0.099762775
sensor_7,0.036067255
sensor_15,0.028520731
sensor_14,0.02219319
sensor_20,0.0192607
sensor_17,0.017512087
sensor_13,0.014387413
sensor_2,0.012158569
sensor_21,0.01113761
sensor_8,0.010874873
sensor_3,0.008843341
op_setting_1,0.0025514362
op_setting_2,0.002185668
op_setting_3,0.0
