,importance
sensor_11,0.54007477
sensor_9,0.09911166
sensor_13,0.087353
sensor_17,0.0679469
sensor_4,0.052800905
sensor_8,0.03984159
sensor_14,0.035839893
sensor_12,0.02424002
sensor_7,0.014385324
sensor_15,0.008831582
sensor_3,0.008226983
sensor_2,0.007701326
sensor_21,0.004938637
sensor_20,0.0048938883
op_setting_2,0.0019848181
op_setting_1,0.00182871
op_setting_3,0.0
